doi,short_name,uniprotkb,protein,genbank_id
10.1186.s12934-015-0384-4,glnB,Q55247,Nitrogen regulatory protein P-II,XCO04659.1
10.1186.s12934-015-0408-0,ldh,P00344,L-lactate dehydrogenase,WP_354691639.1
10.1186.s12934-015-0408-0,epsD,P71053,Putative glycosyltransferase EpsD,CAB15439.1
10.1186.s12934-016-0409-7,ispA,P22939,Farnesyl diphosphate synthase,WP_354686290.1
10.1186.s12934-016-0415-9,tyrR,P07604,HTH-type transcriptional regulatory protein TyrR,CAL5246336.1
10.1186.s12934-016-0415-9,pykA,P21599,Pyruvate kinase II,XCN09597.1
10.1186.s12934-016-0415-9,tyrA,P07023,T-protein,WP_354689847.1
10.1186.s12934-016-0415-9,crr,P69783,PTS system glucose-specific EIIA component,CAL4042152.1
10.1186.s12934-016-0415-9,trpE,P00895,Anthranilate synthase component 1,WP_354687696.1
10.1186.s12934-016-0415-9,aroK,P0A6D7,Shikimate kinase 1,WP_354683391.1
10.1186.s12934-016-0415-9,glk,P0A6V8,Glucokinase,WP_354685415.1
10.1186.s12934-016-0415-9,pheA,P0A9J8,Bifunctional chorismate mutase/prephenate dehydratase,XCO04699.1
10.1186.s12934-016-0415-9,galP,P0AEP1,Galactose-proton symporter,KAL0481816.1
10.1186.s12934-016-0415-9,aroG,P0AB91,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive",P0AB91.1
10.1186.s12934-016-0415-9,ydiB,P0A6D5,Quinate/shikimate dehydrogenase,XCO03875.1
10.1186.s12934-016-0421-y,adhE,A0A078L905,Aldehyde-alcohol dehydrogenase,XAM47746.1
10.1186.s12934-016-0421-y,dhaD,P45511,Glycerol dehydrogenase,WP_354692328.1
10.1186.s12934-016-0421-y,ldhA,A0A078LE09,D-lactate dehydrogenase,WP_354690256.1
10.1186.s12934-016-0440-8,WHI2,P12611,Growth regulation protein,WP_354692282.1
10.1186.s12934-016-0440-8,MCT1,Q12283,"Malonyl CoA-acyl carrier protein transacylase, mitochondrial",XP_066175719.1
10.1186.s12934-016-0440-8,HEM3,O94048,Porphobilinogen deaminase,WP_354692468.1
10.1186.s12934-016-0440-8,GDH1,P07262,NADP-specific glutamate dehydrogenase 1,XCO03937.1
10.1186.s12934-016-0447-1,IDH1,P28834,"Isocitrate dehydrogenase [NAD] subunit 1, mitochondrial",XP_066165619.1
10.1186.s12934-016-0451-5,TDH3,P00359,Glyceraldehyde-3-phosphate dehydrogenase 3,WP_354690629.1
10.1186.s12934-016-0451-5,ALD6,P54115,"Magnesium-activated aldehyde dehydrogenase, cytosolic",P54115.4
10.1186.s12934-016-0451-5,PDC1,P06169,Pyruvate decarboxylase isozyme 1,NP_001277043.1
10.1186.s12934-016-0451-5,ACC1,Q00955,Acetyl-CoA carboxylase,WP_354692903.1
10.1186.s12934-016-0459-x,dkgB,P30863,"2,5-diketo-D-gluconic acid reductase B",CAL5238524.1
10.1186.s12934-016-0459-x,metJ,P0A8U6,Met repressor,DAA08847.1
10.1186.s12934-016-0459-x,yeaE,A0A061KV83,Aldo/keto reductase,WP_354692872.1
10.1186.s12934-016-0459-x,tktA,P27302,Transketolase 1,WP_354690101.1
10.1186.s12934-016-0459-x,ppsA,P23538,Phosphoenolpyruvate synthase,WP_354682286.1
10.1186.s12934-016-0459-x,aroG,P0AB91,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive",P0AB91.1
10.1186.s12934-016-0485-8,ARO7,P32178,Chorismate mutase,XCO08872.1
10.1186.s12934-016-0485-8,TRP3,P00937,Multifunctional tryptophan biosynthesis protein,XP_066075740.1
10.1186.s12934-016-0485-8,ABZ1,P37254,Aminodeoxychorismate synthase,WP_354691503.1
10.1186.s12934-016-0485-8,ABZ2,Q03266,Aminodeoxychorismate lyase,WP_354691246.1
10.1186.s12934-016-0489-4,tyrR,P07604,HTH-type transcriptional regulatory protein TyrR,CAL5246336.1
10.1186.s12934-016-0489-4,tyrB,P04693,Aromatic-amino-acid aminotransferase,XCN43676.1
10.1186.s12934-016-0489-4,ptsG,P69786,PTS system glucose-specific EIICB component,CAL4043268.1
10.1186.s12934-016-0489-4,pheA,P0A9J8,Bifunctional chorismate mutase/prephenate dehydratase,XCO04699.1
10.1186.s12934-016-0489-4,pykA,P21599,Pyruvate kinase II,XCN09597.1
10.1186.s12934-016-0489-4,pykF,P0AD61,Pyruvate kinase I,WP_354690261.1
10.1186.s12934-016-0489-4,aspC,P00509,Aspartate aminotransferase,WP_354692627.1
10.1186.s12934-016-0509-4,dos2,A0A6C1DP09,Protein dos2,DAA11914.1
10.1186.s12934-016-0509-4,INO2,P26798,Protein INO2,DAA11969.1
10.1186.s12934-016-0529-0,rsmE,A8IKR8,Translational regulator CsrA,XAM49741.1
10.1186.s12934-016-0529-0,lon,Q9I2T9,Lon protease,WP_354691120.1
10.1186.s12934-016-0529-0,rpeA,A0A379IEG0,histidine kinase,WP_354692838.1
10.1186.s12934-016-0529-0,pykF,Q9I3L4,Pyruvate kinase,WP_354688665.1
10.1186.s12934-016-0535-2,EXG1,P23776,"Glucan 1,3-beta-glucosidase I/II",P23776.1
10.1186.s12934-016-0535-2,SPR1,P32603,"Sporulation-specific glucan 1,3-beta-glucosidase",Q876J2.1
10.1186.s12934-016-0535-2,UGP1,P32861,UTP--glucose-1-phosphate uridylyltransferase,WP_354680227.1
10.1186.s12934-016-0535-2,PGM2,P37012,Phosphoglucomutase 2,XCO02869.1
10.1186.s12934-016-0536-1,lacZ,P00722,Beta-galactosidase,WP_354691818.1
10.1186.s12934-016-0536-1,pta,P0A9M8,Phosphate acetyltransferase,WP_354690204.1
10.1186.s12934-016-0536-1,ackA,P0A6A3,Acetate kinase,WP_354688381.1
10.1186.s12934-016-0536-1,talB,P0A870,Transaldolase B,WP_354622010.1
10.1186.s12934-016-0536-1,tktA,P27302,Transketolase 1,WP_354690101.1
10.1186.s12934-016-0536-1,sthA,P27306,Soluble pyridine nucleotide transhydrogenase,XCN43428.1
10.1186.s12934-016-0536-1,gnd,P00350,"6-phosphogluconate dehydrogenase, decarboxylating",BFO17300.1
10.1186.s12934-016-0536-1,zwf,P0AC53,Glucose-6-phosphate 1-dehydrogenase,XP_066165338.1
10.1186.s12934-016-0536-1,pgl,P52697,6-phosphogluconolactonase,WP_354688251.1
10.1186.s12934-016-0553-0,lysE,P94633,Lysine exporter LysE,WP_354620197.1
10.1186.s12934-016-0556-x,CYP61,K4MMI7,sterol 22-desaturase,WFD33730.1
10.1186.s12934-016-0561-0,tktA,P27302,Transketolase 1,WP_354690101.1
10.1186.s12934-016-0561-0,aroG,P0AB91,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive",P0AB91.1
10.1186.s12934-016-0562-z,pheA,P0A9J8,Bifunctional chorismate mutase/prephenate dehydratase,XCO04699.1
10.1186.s12934-016-0562-z,aroG,P0AB91,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive",P0AB91.1
10.1186.s12934-016-0562-z,tktA,P27302,Transketolase 1,WP_354690101.1
10.1186.s12934-016-0620-6,tyrB,P04693,Aromatic-amino-acid aminotransferase,XCN43676.1
10.1186.s12934-016-0620-6,tyrA,P07023,T-protein,WP_354689847.1
10.1186.s12934-016-0620-6,aspC,P00509,Aspartate aminotransferase,WP_354692627.1
10.1186.s12934-016-0620-6,aroF,P00888,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive",P0A1B6.1
10.1186.s12934-016-0620-6,pheA,P0A9J8,Bifunctional chorismate mutase/prephenate dehydratase,XCO04699.1
10.1186.s12934-017-0632-x,TSC13,Q99190,Very-long-chain enoyl-CoA reductase,XP_066203296.1
10.1186.s12934-017-0641-9,OYE2,Q03558,NADPH dehydrogenase 2,WP_142946074.1
10.1186.s12934-017-0641-9,ATF1,P40353,Alcohol O-acetyltransferase 1,WP_054467080.1
10.1186.s12934-017-0641-9,ERG20,P08524,Farnesyl pyrophosphate synthase,XP_066168481.1
10.1186.s12934-017-0641-9,IDI1,P15496,Isopentenyl-diphosphate delta-isomerase,WP_354692386.1
10.1186.s12934-017-0663-3,POX1,P13711,Acyl-coenzyme A oxidase,XP_025878719.2
10.1186.s12934-017-0663-3,HFD1,Q04458,Fatty aldehyde dehydrogenase HFD1,XP_448377.1
10.1186.s12934-017-0663-3,FAA4,P47912,Long-chain-fatty-acid--CoA ligase 4,NP_956943.1
10.1186.s12934-017-0663-3,FAA1,P30624,Long-chain-fatty-acid--CoA ligase 1,XP_066172979.1
10.1186.s12934-017-0663-3,ADH5,P38113,Alcohol dehydrogenase 5,XCO05096.1
10.1186.s12934-017-0666-0,lysA,P00861,Diaminopimelate decarboxylase,WP_354692438.1
10.1186.s12934-017-0666-0,lysC,P08660,Lysine-sensitive aspartokinase 3,WP_354690522.1
10.1186.s12934-017-0666-0,dapA,P0A6L2,4-hydroxy-tetrahydrodipicolinate synthase,WP_354686028.1
10.1186.s12934-017-0683-z,POX1,P13711,Acyl-coenzyme A oxidase,XP_025878719.2
10.1186.s12934-017-0683-z,ADH5,P38113,Alcohol dehydrogenase 5,XCO05096.1
10.1186.s12934-017-0683-z,HFD1,Q04458,Fatty aldehyde dehydrogenase HFD1,XP_448377.1
10.1186.s12934-017-0700-2,lacI,P03023,Lactose operon repressor,WP_010493381.1
10.1186.s12934-017-0700-2,glk,P0A6V8,Glucokinase,WP_354685415.1
10.1186.s12934-017-0700-2,ppsA,P23538,Phosphoenolpyruvate synthase,WP_354682286.1
10.1186.s12934-017-0700-2,tktA,P27302,Transketolase 1,WP_354690101.1
10.1186.s12934-017-0704-y,gdh,A0A172XEL2,Glucose 1-dehydrogenase,WP_354692807.1
10.1186.s12934-017-0704-y,xylR,A0AAC8KU91,Negative transcriptional regulator,WP_354689715.1
10.1186.s12934-017-0712-y,sacA,A0A235BGJ0,Sucrose-6-phosphate hydrolase,WP_354692502.1
10.1186.s12934-017-0712-y,RBAM_031820,A0A9P1JJT3,Sucrose-6-phosphate hydrolase,WP_354692502.1
10.1186.s12934-017-0712-y,sacB,P21130,Levansucrase,WP_354689173.1
10.1186.s12934-017-0735-4,sbm,A0A0F3V1G8,methylmalonyl-CoA mutase,WP_354686632.1
10.1186.s12934-017-0776-8,argF,A0A0U4XV81,Ornithine carbamoyltransferase,WP_354692519.1
10.1186.s12934-017-0776-8,argR,O85175,Arginine repressor,WP_336675198.1
10.1186.s12934-017-0776-8,odhA,Q8NRC3,2-oxoglutarate dehydrogenase E1/E2 component,XP_504044.2
10.1186.s12934-017-0776-8,putP,A0A160PPU8,Sodium/proline symporter,WP_216047021.1
10.1186.s12934-017-0776-8,lysE,P94633,Lysine exporter LysE,WP_354620197.1
10.1186.s12934-017-0824-4,ndhD1,Q31NA0,NAD(P)H-quinone oxidoreductase chain 4 1,7WFG_H
10.1186.s12934-017-0824-4,ndhF1,Q9ALA8,NdhF1,B1X491.1
10.1186.s12934-018-0862-6,araC,K9LK95,AraC,WP_354692887.1
10.1186.s12934-018-0866-2,SCT1,P32784,Glycerol-3-phosphate O-acyltransferase 1,DAA09218.1
10.1186.s12934-018-0866-2,LRO1,P40345,Phospholipid:diacylglycerol acyltransferase,XP_015612493.1
10.1186.s12934-018-0866-2,DGA1,Q08650,Diacylglycerol O-acyltransferase 1,XP_066167385.1
10.1186.s12934-018-0866-2,ALE1,Q08548,Lysophospholipid acyltransferase,WP_354692350.1
10.1186.s12934-018-0883-1,GLY1,P37303,Low specificity L-threonine aldolase,WP_354683983.1
10.1186.s12934-018-0896-9,trpD,A0A066SZD6,Anthranilate phosphoribosyltransferase,WP_354687705.1
10.1186.s12934-018-0896-9,tyrR,P07604,HTH-type transcriptional regulatory protein TyrR,CAL5246336.1
10.1186.s12934-018-0896-9,tktA,P27302,Transketolase 1,WP_354690101.1
10.1186.s12934-018-0896-9,ppsA,P23538,Phosphoenolpyruvate synthase,WP_354682286.1
10.1186.s12934-018-0896-9,tyrA,P07023,T-protein,WP_354689847.1
10.1186.s12934-018-0896-9,aroG,P0AB91,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive",P0AB91.1
10.1186.s12934-018-0900-4,iclR,P16528,Transcriptional repressor IclR,XCO06021.1
10.1186.s12934-018-0900-4,ackA,P0A6A3,Acetate kinase,WP_354688381.1
10.1186.s12934-018-0900-4,GhrA,A0A6C9QBC5,Glyoxylate/hydroxypyruvate reductase GhrA,WP_354691213.1
10.1186.s12934-018-0907-x,ARO10,Q06408,Transaminated amino acid decarboxylase,Q06408.1
10.1186.s12934-018-0907-x,GAP1,P19145,General amino-acid permease GAP1,DAA09192.1
10.1186.s12934-018-0907-x,ADH2,P00331,Alcohol dehydrogenase 2,WP_354692328.1
10.1186.s12934-018-0907-x,GDH2,P33327,NAD-specific glutamate dehydrogenase,WP_354688076.1
10.1186.s12934-018-0907-x,ARO8,P53090,Aromatic/aminoadipate aminotransferase 1,KAL0639627.1
10.1186.s12934-018-0910-2,ldh,A0A169S8E9,L-lactate dehydrogenase,WP_354691639.1
10.1186.s12934-018-0910-2,hdpA,A4QFW4,Dihydroxyacetone phosphatase,CAL4869385.1
10.1186.s12934-018-0910-2,pgk,A0A160PSK6,Phosphoglycerate kinase,WP_354684968.1
10.1186.s12934-018-0910-2,dapA,A0A160PRP4,4-hydroxy-tetrahydrodipicolinate synthase,WP_354686028.1
10.1186.s12934-018-0913-z,IDI,Q46822,Isopentenyl-diphosphate Delta-isomerase,WP_354692386.1
10.1186.s12934-018-0914-y,OPI1,P21957,Transcriptional repressor OPI1,XP_065950163.1
10.1186.s12934-018-0940-9,argF,A0A0U4XV81,Ornithine carbamoyltransferase,WP_354692519.1
10.1186.s12934-018-0940-9,pta,P77844,Phosphate acetyltransferase,WP_354690204.1
10.1186.s12934-018-0940-9,pgi,A0A160PPF4,Glucose-6-phosphate isomerase,WP_354688646.1
10.1186.s12934-018-0940-9,argR,O85175,Arginine repressor,WP_336675198.1
10.1186.s12934-018-0940-9,putP,A0A160PPU8,Sodium/proline symporter,WP_216047021.1
10.1186.s12934-018-0940-9,gdh,P31026,NADP-specific glutamate dehydrogenase,WP_354691284.1
10.1186.s12934-018-0940-9,pyk,Q46078,Pyruvate kinase,WP_354688665.1
10.1186.s12934-018-0940-9,zwf,A0A0U4QBW7,Glucose-6-phosphate 1-dehydrogenase,XP_066165338.1
10.1186.s12934-018-0940-9,gap,A0A169RX59,Glyceraldehyde-3-phosphate dehydrogenase,WP_354690629.1
10.1186.s12934-018-0940-9,lysE,P94633,Lysine exporter LysE,WP_354620197.1
10.1186.s12934-018-0949-0,gabD,P25526,Succinate-semialdehyde dehydrogenase [NADP(+)] GabD,WP_354684406.1
10.1186.s12934-018-0949-0,sad,P76149,Succinate semialdehyde dehydrogenase [NAD(P)+] Sad,XBU84274.1
10.1186.s12934-018-0949-0,pta,P0A9M8,Phosphate acetyltransferase,WP_354690204.1
10.1186.s12934-018-0949-0,ackA,P0A6A3,Acetate kinase,WP_354688381.1
10.1186.s12934-018-0949-0,pct,A0A0E1SS39,Acetate CoA-transferase YdiF,GKY90002.1
10.1186.s12934-018-0951-6,EXG1,P23776,"Glucan 1,3-beta-glucosidase I/II",P23776.1
10.1186.s12934-018-0951-6,SPR1,P32603,"Sporulation-specific glucan 1,3-beta-glucosidase",Q876J2.1
10.1186.s12934-018-0951-6,TSC13,Q99190,Very-long-chain enoyl-CoA reductase,XP_066203296.1
10.1186.s12934-018-0951-6,ARO4,P32449,"Phospho-2-dehydro-3-deoxyheptonate aldolase, tyrosine-inhibited",XP_501538.2
10.1186.s12934-018-0955-2,acs,P27550,Acetyl-coenzyme A synthetase,XAY07663.1
10.1186.s12934-018-0959-y,mqo,P33940,Malate:quinone oxidoreductase,WP_354680164.1
10.1186.s12934-018-0959-y,iclR,P16528,Transcriptional repressor IclR,XCO06021.1
10.1186.s12934-018-0959-y,maeA,P26616,NAD-dependent malic enzyme,WP_354691994.1
10.1186.s12934-018-0959-y,maeB,P76558,NADP-dependent malic enzyme,WP_354691994.1
10.1186.s12934-018-0959-y,mdh,P61889,Malate dehydrogenase,WP_354692005.1
10.1186.s12934-018-0990-z,pgm,Q2XUQ5,Phosphoglycerate mutase,WP_354688609.1
10.1186.s12934-018-0990-z,galU,A0A161JNL1,UTP--glucose-1-phosphate uridylyltransferase,WP_354680227.1
10.1186.s12934-018-0996-6,pheA,P0A9J8,Bifunctional chorismate mutase/prephenate dehydratase,XCO04699.1
10.1186.s12934-018-0996-6,tyrR,P07604,HTH-type transcriptional regulatory protein TyrR,CAL5246336.1
10.1186.s12934-018-0996-6,tyrA,P07023,T-protein,WP_354689847.1
10.1186.s12934-018-0996-6,aroF,P00888,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive",P0A1B6.1
10.1186.s12934-018-0996-6,tktA,P27302,Transketolase 1,WP_354690101.1
10.1186.s12934-018-0996-6,glpX,P0A9C9,"Fructose-1,6-bisphosphatase 1 class 2",WP_353512501.1
10.1186.s12934-018-1014-8,ETR1,Q6CBE4,"Enoyl-[acyl-carrier-protein] reductase, mitochondrial",XP_066162064.1
10.1186.s12934-018-1022-8,phzE,A0A125S8P7,anthranilate synthase,WP_354687696.1
10.1186.s12934-018-1022-8,pobA,A0A266LR38,4-hydroxybenzoate 3-monooxygenase,WP_354686402.1
10.1186.s12934-018-1022-8,pykA,A0A1Z3IUC7,Pyruvate kinase,WP_354688665.1
10.1186.s12934-018-1022-8,phzC,A0A0K1L6C7,Phospho-2-dehydro-3-deoxyheptonate aldolase,XAY07946.1
10.1186.s12934-018-1023-7,PSA1,P41940,Mannose-1-phosphate guanyltransferase,WP_100564216.1
10.1186.s12934-018-1023-7,PMI40,P29952,Mannose-6-phosphate isomerase,WP_354691355.1
10.1186.s12934-018-1025-5,atg4,Q9P373,Probable cysteine protease atg4,K8ESC5.1
10.1186.s12934-018-1025-5,adh4,Q09669,Alcohol dehydrogenase 4,WP_354690989.1
10.1186.s12934-018-1031-7,gltA,P42457,Citrate synthase,WP_354690523.1
10.1186.s12934-018-1031-7,aceE,Q8NNF6,Pyruvate dehydrogenase E1 component,WP_354687835.1
10.1186.s12934-018-1038-0,frdA,P00363,Fumarate reductase flavoprotein subunit,WP_354676329.1
10.1186.s12934-018-1038-0,adhE,P0A9Q7,Bifunctional aldehyde-alcohol dehydrogenase AdhE,P0A9Q7.2
10.1186.s12934-018-1038-0,pta,P0A9M8,Phosphate acetyltransferase,WP_354690204.1
10.1186.s12934-018-1038-0,ldhA,P52643,D-lactate dehydrogenase,WP_354690256.1
10.1186.s12934-018-1038-0,alsS,A0A3L0VW79,Acetolactate synthase AlsS,WP_354690715.1
10.1186.s12934-018-1038-0,budC,A0A3Q8G7Y4,diacetyl reductase [(S)-acetoin forming],DAA10125.1
10.1186.s12934-018-1038-0,budA,A0A3L0VYQ2,Alpha-acetolactate decarboxylase,WP_354656165.1
10.1186.s12934-018-1052-2,odhA,A0A0D1L661,2-oxoglutarate dehydrogenase E1 component,WP_354688041.1
10.1186.s12934-018-1052-2,sucD,P80865,Succinate--CoA ligase [ADP-forming] subunit alpha,WP_354684950.1
10.1186.s12934-018-1052-2,odhB,A0A084J4Z2,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,XP_025879344.2
10.1186.s12934-018-1052-2,sucC,P80886,Succinate--CoA ligase [ADP-forming] subunit beta,WP_354684949.1
10.1186.s12934-019-1054-8,pta,P0A9M8,Phosphate acetyltransferase,WP_354690204.1
10.1186.s12934-019-1054-8,ack,P0A6A3,Acetate kinase,WP_354688381.1
10.1186.s12934-019-1054-8,icdA,A0A0D8VVE7,Isocitrate dehydrogenase [NADP],WP_354692863.1
10.1186.s12934-019-1058-4,fliC,P04949,Flagellin,WP_354690400.1
10.1186.s12934-019-1058-4,clpX,P0A6H1,ATP-dependent Clp protease ATP-binding subunit ClpX,WP_354687472.1
10.1186.s12934-019-1069-1,pheA,P0A9J8,Bifunctional chorismate mutase/prephenate dehydratase,XCO04699.1
10.1186.s12934-019-1069-1,lacZ,P00722,Beta-galactosidase,WP_354691818.1
10.1186.s12934-019-1069-1,tyrA,P07023,T-protein,WP_354689847.1
10.1186.s12934-019-1070-8,fabH,A0A2W5SJF8,Beta-ketoacyl-[acyl-carrier-protein] synthase III,WP_354691244.1
10.1186.s12934-019-1070-8,plsY,A0A2W5S4N2,Glycerol-3-phosphate acyltransferase,WP_354692067.1
10.1186.s12934-019-1070-8,plsX,A0A2W5SC53,Phosphate acyltransferase,WP_354692067.1
10.1186.s12934-019-1072-6,TEF1,P02994,Elongation factor 1-alpha,XP_066240500.1
10.1186.s12934-019-1073-5,GFP,A0A4D6FW43,GFP,WP_322456667.1
10.1186.s12934-019-1084-2,BmoR,A7MAQ9,BmoR,B9VJ80.1
10.1186.s12934-019-1095-z,thrA,P00561,Bifunctional aspartokinase/homoserine dehydrogenase 1,XP_015612302.1
10.1186.s12934-019-1095-z,metA,P07623,Homoserine O-succinyltransferase,WP_354690020.1
10.1186.s12934-019-1095-z,tdh,P07913,L-threonine 3-dehydrogenase,WP_354682409.1
10.1186.s12934-019-1095-z,lysA,P00861,Diaminopimelate decarboxylase,WP_354692438.1
10.1186.s12934-019-1095-z,lysC,P08660,Lysine-sensitive aspartokinase 3,WP_354690522.1
10.1186.s12934-019-1095-z,iclR,P16528,Transcriptional repressor IclR,XCO06021.1
10.1186.s12934-019-1095-z,ppc,P00864,Phosphoenolpyruvate carboxylase,WP_354692337.1
10.1186.s12934-019-1097-x,tesA,Q6FDB3,Multifunctional protein,WP_354692868.1
10.1186.s12934-019-1100-6,hemL,P23893,"Glutamate-1-semialdehyde 2,1-aminomutase",WP_354688879.1
10.1186.s12934-019-1100-6,hemA,P0A6X1,Glutamyl-tRNA reductase,WP_354687431.1
10.1186.s12934-019-1106-0,acs,P27550,Acetyl-coenzyme A synthetase,XAY07663.1
10.1186.s12934-019-1106-0,ppsA,P23538,Phosphoenolpyruvate synthase,WP_354682286.1
10.1186.s12934-019-1106-0,pck,P22259,Phosphoenolpyruvate carboxykinase (ATP),WP_354689259.1
10.1186.s12934-019-1117-x,pyc,A0A0C5AH51,Pyruvate carboxylase,WP_354674127.1
10.1186.s12934-019-1121-1,sfp,P39135,4'-phosphopantetheinyl transferase Sfp,WP_354686500.1
10.1186.s12934-019-1121-1,codY,P39779,Global transcriptional regulator CodY,WP_002887402.1
10.1186.s12934-019-1121-1,comA,P14204,Transcriptional regulatory protein ComA,NP_038492.1
10.1186.s12934-019-1121-1,degQ,A0A090MT11,Probable periplasmic serine endoprotease DegP-like,B1J4D7.1
10.1186.s12934-019-1121-1,abrB,P08874,Transition state regulatory protein AbrB,XAM49549.1
10.1186.s12934-019-1122-0,tyrR,P07604,HTH-type transcriptional regulatory protein TyrR,CAL5246336.1
10.1186.s12934-019-1122-0,ptsG,P69786,PTS system glucose-specific EIICB component,CAL4043268.1
10.1186.s12934-019-1122-0,pheA,P0A9J8,Bifunctional chorismate mutase/prephenate dehydratase,XCO04699.1
10.1186.s12934-019-1122-0,pykF,P0AD61,Pyruvate kinase I,WP_354690261.1
10.1186.s12934-019-1122-0,crr,P69783,PTS system glucose-specific EIIA component,CAL4042152.1
10.1186.s12934-019-1122-0,glk,P0A6V8,Glucokinase,WP_354685415.1
10.1186.s12934-019-1122-0,tktA,P27302,Transketolase 1,WP_354690101.1
10.1186.s12934-019-1122-0,ppsA,P23538,Phosphoenolpyruvate synthase,WP_354682286.1
10.1186.s12934-019-1122-0,galP,P0AEP1,Galactose-proton symporter,KAL0481816.1
10.1186.s12934-019-1122-0,tyrA,P07023,T-protein,WP_354689847.1
10.1186.s12934-019-1122-0,hpaB,Q57160,4-hydroxyphenylacetate 3-monooxygenase oxygenase component,XCO02184.1
10.1186.s12934-019-1122-0,aroG,P0AB91,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive",P0AB91.1
10.1186.s12934-019-1123-z,ERG9,P29704,Squalene synthase ERG9,DAA06882.1
10.1186.s12934-019-1123-z,Bts1,C7GTY8,Bts1p,CAL1762298.1
10.1186.s12934-019-1123-z,ERG20,P08524,Farnesyl pyrophosphate synthase,XP_066168481.1
10.1186.s12934-019-1123-z,BTS1,Q12051,Geranylgeranyl pyrophosphate synthase BTS1,Q758K0.1
10.1186.s12934-019-1127-8,POT1,Q05493,"3-ketoacyl-CoA thiolase, peroxisomal",XP_066207595.1
10.1186.s12934-019-1138-5,ERG9,P29704,Squalene synthase ERG9,DAA06882.1
10.1186.s12934-019-1138-5,ERG20,P08524,Farnesyl pyrophosphate synthase,XP_066168481.1
10.1186.s12934-019-1138-5,BTS1,Q12051,Geranylgeranyl pyrophosphate synthase BTS1,Q758K0.1
10.1186.s12934-019-1138-5,ERG1,P32476,Squalene epoxidase ERG1,KAL0633258.1
10.1186.s12934-019-1138-5,ERG10,P41338,Acetyl-CoA acetyltransferase,XCO04368.1
10.1186.s12934-019-1138-5,ERG8,P24521,Phosphomevalonate kinase,WP_286643610.1
10.1186.s12934-019-1138-5,IDI1,P15496,Isopentenyl-diphosphate delta-isomerase,WP_354692386.1
10.1186.s12934-019-1138-5,ERG12,P07277,Mevalonate kinase,WP_286643608.1
10.1186.s12934-019-1138-5,ERG13,P54839,Hydroxymethylglutaryl-CoA synthase,WP_306402912.1
10.1186.s12934-019-1138-5,CYB5,P40312,Cytochrome b5,WP_201034947.1
10.1186.s12934-019-1153-6,dnaQ,P03007,DNA polymerase III subunit epsilon,WP_354685452.1
10.1186.s12934-019-1171-4,pflB,P09373,Formate acetyltransferase 1,GMM63204.1
10.1186.s12934-019-1171-4,pgi,P0A6T1,Glucose-6-phosphate isomerase,WP_354688646.1
10.1186.s12934-019-1171-4,gnd,P00350,"6-phosphogluconate dehydrogenase, decarboxylating",BFO17300.1
10.1186.s12934-019-1171-4,ldhA,P52643,D-lactate dehydrogenase,WP_354690256.1
10.1186.s12934-019-1171-4,pgl,P52697,6-phosphogluconolactonase,WP_354688251.1
10.1186.s12934-019-1171-4,eda,P0A955,KHG/KDPG aldolase,KAL0453334.1
10.1186.s12934-019-1171-4,zwf,P0AC53,Glucose-6-phosphate 1-dehydrogenase,XP_066165338.1
10.1186.s12934-019-1171-4,edd,A0A376WXF1,Phosphogluconate dehydratase,WP_354687399.1
10.1186.s12934-019-1177-y,argB,P0A6C8,Acetylglutamate kinase,XCO05977.1
10.1186.s12934-019-1177-y,pta,P0A9M8,Phosphate acetyltransferase,WP_354690204.1
10.1186.s12934-019-1177-y,ptsG,P69786,PTS system glucose-specific EIICB component,CAL4043268.1
10.1186.s12934-019-1177-y,argA,P0A6C5,Amino-acid acetyltransferase,XP_015631830.2
10.1186.s12934-019-1177-y,galR,P03024,HTH-type transcriptional regulator GalR,WP_354692436.1
10.1186.s12934-019-1177-y,poxB,P07003,Pyruvate dehydrogenase [ubiquinone],WP_354691852.1
10.1186.s12934-019-1177-y,gltA,P0ABH7,Citrate synthase,WP_354690523.1
10.1186.s12934-019-1177-y,fadR,P0A8V6,Fatty acid metabolism regulator protein,XCO03366.1
